1000,Mn_3_eq_24_ax1_3_ax2_44
1001,Ni_2_eq_36_ax1_3_ax2_40
1002,Ni_2_eq_13_ax1_40_ax2_13
1003,Ni_2_eq_4_ax1_38_ax2_9
1004,Fe_2_eq_40_ax1_9_ax2_43
1005,Cr_2_eq_7_ax1_13_ax2_15
1006,Ni_2_eq_24_ax1_30_ax2_30
1007,Ni_2_eq_33_ax1_41_ax2_10
1008,Cr_3_eq_17_ax1_18_ax2_5
1009,Co_3_eq_16_ax1_38_ax2_16
