	   0.0925930975	   0.0473023759	  -8.9641168838
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0235357277	  -0.0036252400	  -0.4194643835
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.1072630072	   0.0381695449	  -8.9585721897
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0243656577	  -0.0037964204	  -0.4191785289
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.1101756533	   0.0224203086	  -8.9512353174
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0258121452	  -0.0040336934	  -0.4189888291
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0991339533	   0.0013451485	  -8.9511798570
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0272858802	  -0.0041796345	  -0.4190872058
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0799834119	  -0.0145539878	  -8.9629905066
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0286335440	  -0.0041664039	  -0.4195010583
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0587613925	  -0.0219989046	  -8.9816655652
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0300363307	  -0.0039845870	  -0.4202690521
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0369299045	  -0.0208583249	  -8.9976335383
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0317184944	  -0.0036074868	  -0.4211417842
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0227337800	  -0.0124799556	  -9.0065601199
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0341887452	  -0.0030844989	  -0.4221903849
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0116121367	   0.0028750328	  -8.9976964467
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0366759369	  -0.0022831577	  -0.4219558140
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0534720504	   0.0249230019	  -8.9813066659
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0403883731	  -0.0018504310	  -0.4225575239
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0563045869	   0.0440539481	  -8.9358220076
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0404884073	  -0.0019967811	  -0.4212849671
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.0977119456	   0.0455506296	  -8.9157485877
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0420551246	  -0.0022226617	  -0.4191067359
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.1582057435	   0.0461079523	  -8.9158810203
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0434390691	  -0.0023545909	  -0.4183297437
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.1885868045	   0.0466991171	  -8.9393979116
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0477511409	  -0.0025945700	  -0.4173272457
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2249448489	   0.0493423229	  -9.0416609896
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0489978808	  -0.0027741362	  -0.4183217584
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2289520687	   0.0500176181	  -9.0808111481
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0499630499	  -0.0028840082	  -0.4189069348
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2222715692	   0.0495544287	  -9.1075158625
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0495378444	  -0.0030893724	  -0.4198237080
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2171481175	   0.0461537529	  -9.1028041456
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0495136820	  -0.0033936009	  -0.4204720414
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2287940778	   0.0413381821	  -9.0862685760
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0498304833	  -0.0038684822	  -0.4207578407
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2579822196	   0.0352562878	  -9.0672299686
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0510957303	  -0.0043729787	  -0.4206224625
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.2988336563	   0.0322960138	  -9.0490276862
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0528890134	  -0.0047350234	  -0.4202658193
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3332393886	   0.0363450794	  -9.0370027726
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0552241297	  -0.0048118697	  -0.4200139984
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3538534461	   0.0495581018	  -9.0312420582
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0571549917	  -0.0046325772	  -0.4201196965
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3601014293	   0.0681789493	  -9.0287050122
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0588570270	  -0.0042991034	  -0.4205832475
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3640266484	   0.0891826130	  -9.0215817629
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0595675645	  -0.0038510993	  -0.4213909136
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3677197418	   0.1118566589	  -9.0038973446
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0607138456	  -0.0034005012	  -0.4223034324
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3861044346	   0.1320157766	  -8.9808042510
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0592048974	  -0.0031267806	  -0.4228977427
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.3935806555	   0.1370252422	  -8.9594279950
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0597210128	  -0.0031140196	  -0.4229809271
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.4121674974	   0.1333720510	  -8.9554124915
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0604702702	  -0.0032728085	  -0.4228054088
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.4350154441	   0.1199020264	  -8.9619570731
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0626011918	  -0.0034689831	  -0.4226558542
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.4678351203	   0.1086631932	  -8.9738046255
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0655458880	  -0.0036145269	  -0.4227021729
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.5039271080	   0.1032194175	  -8.9866826332
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0680343286	  -0.0036956787	  -0.4228688595
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.5362801666	   0.1046802254	  -8.9952786668
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0698485341	  -0.0037872831	  -0.4230499988
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.5686980805	   0.1086353344	  -8.9988652999
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0713780372	  -0.0039571476	  -0.4231936893
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.6078928857	   0.1119061966	  -8.9992285897
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0727783663	  -0.0042460230	  -0.4233239107
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.6567849802	   0.1138331814	  -8.9951344007
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0735817078	  -0.0045677160	  -0.4234462904
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.6984923296	   0.1149710271	  -8.9845215418
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0736489263	  -0.0047993805	  -0.4236060672
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.7203765903	   0.1179727123	  -8.9684678086
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0730228699	  -0.0048841351	  -0.4238189941
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.7204087205	   0.1248872202	  -8.9496997776
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0723571301	  -0.0048201309	  -0.4240434012
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.7131524303	   0.1371154424	  -8.9346726462
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0713745682	  -0.0046341180	  -0.4242161322
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.6984923368	   0.1525021327	  -8.9278378111
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0722216426	  -0.0044121330	  -0.4243080575
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.7323798476	   0.1799082928	  -8.9312356851
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0718429165	  -0.0041996476	  -0.4241408940
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.7434204372	   0.1951248785	  -8.9503251941
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0731940678	  -0.0042140857	  -0.4238118225
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.7989682451	   0.2023958944	  -8.9719259505
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0750633876	  -0.0043939286	  -0.4231851022
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.8773024301	   0.2018482383	  -9.0033882732
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0760138509	  -0.0045833718	  -0.4226894705
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9234859628	   0.1973624102	  -9.0186531691
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0770490362	  -0.0048305621	  -0.4222549026
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9689601827	   0.1924380425	  -9.0256347466
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0770622881	  -0.0049743939	  -0.4222109436
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9744665392	   0.1870183440	  -9.0160034026
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0773134997	  -0.0050389232	  -0.4225646674
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9791047397	   0.1880581475	  -8.9994839969
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0763683364	  -0.0049939128	  -0.4231456859
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9389573865	   0.1843837626	  -8.9791078351
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0762146559	  -0.0049538979	  -0.4235643136
Ground state dipole moment (Debye):
	Dx	Dy	Dz
